,title,text
2062,the soldier,the soldier action terrorists  take  plutonium  bomb  threaten  detonate  saudi  arabian  oil  field  special  anti  terrorist  unit  sent  stop
2063,the ghoul,the ghoul romance  drama  horror  action  mystery british  egyptologist  professor  morlant  finds  magic  jewel  tomb  oriental  idol  talisman  supposed  grant  immortality  buried  arranges  put  grave  upon  demise  woe  might  double  cross  spirit  arise  wreak  vengeance  betrayers  ...
2064,styx,styx action  crime  thriller nelson  puts  criminal  ways  behind  spent  years  first  rate  safecracker  resolution  lasts  brother  finds  owing  money  organised  crime  needs  one  last  big  job  professionals
2065,"petrovka street, number 38","petrovka street, number 38 crime  mystery detective  kostenko  trying  find  group  criminals  responsible  killing  policeman"
2066,saving private ryan,saving private ryan drama  history  war u  troops  storm  beaches  normandy  three  brothers  lie  dead  battlefield  fourth  trapped  behind  enemy  lines  ranger  captain  john  miller  seven  men  tasked  penetrating  german  held  territory  bringing  boy  home
2067,autumn leaves,autumn leaves drama woman  falls  younger  man  severe  mental  problems
2068,ella cinders,ella cinders romance  comedy poor  ella  cinders  much  abused  evil  step  mother  sisters  wins  local  beauty  contest  jumps  chance  get  dead  end  life  go  hollywood  promised  job  movies  arrives  discovers  scam  non  existent  pluck  luck  talent  makes  anyway  finds  true  love
2069,"monster high: boo york, boo york","monster high: boo york, boo york animation  family ghouls  taking  bite  boo  york  de  niles  hoping  meet  dynastic  destiny  carve  new  empire  catty  noir  trying  find  music  together  storm"
2070,men don't leave,men don't leave drama husband  john  dies  unexpectedly  beth  macauley  unprepared  life  without  unemployed  job  skills  60  000  debt  going  renovations  house  located  suburban  bingham  know  sell  material  possessions  family  pick  truck  move  apartment  city  namely  baltimore  wants  survive  finding  dislike  keep  together  trying  maintain  sanity  sense  self  worth
2071,if tomorrow comes,if tomorrow comes crime  drama  mystery mini  series  focuses  two  people  tracy  whitney  jeff  stevens  beginning  innocent  love  pregnant  son  affluent  family  obviously  approve  would  sent  ot  prison  crime  commit  eventually  got  released  set  get  back  framed  try  rebuild  life  record  always  hindrance  offered  job  stealing  jewelry  con  man  thought  found  true  learned  wife  feel  decided  friends  divorce  paths  cross  contracted  meets  policemen  one  apparently  boss  tried  double  manages  outwit
2072,wilbur wants to kill himself,wilbur wants to kill himself comedy  drama  romance strange  comedy  film  two  close  brothers  one  wilbur  wants  kill  harbour  tries  prevent  father  dies  leaving  bookstore  meet  woman  makes  lives  bit  better  yet  trouble  well
2073,better living through circuitry,better living through circuitry documentary  music documentary  electronic  dance  movement  90  first  full  length  film  topic  produced  cleopatra  pictures  entertainment  group  presided  records  founder  brian  perera  features  interviews  bt  crystal  method  electric  skychurch  genesis  p  orridge  frankie  bones  dj  spooky  roni  size  keoki
2074,salla - selling the silence,salla - selling the silence  selling  silence  creative  documentary  film  witnesses  rise  fall  one  family  entrepreneurs  kuukkanen  salla  lapland  side  current  changes  values  society  combining  private  personal  memories  ongoing  scenery  asks  avoid  irreversible  nature  earning  living  journey  north  past  present  sometimes  surprising  sad  absurd  black  finnish  way  ”  price  wilderness  ?”   also  question  identity  really  real
2075,the winter guest,the winter guest drama plot  story  interactions  two  young  boys  teenagers  mother  grandmother  elderly  women  said  though  main  actor  film  frozen  sea  rest  stories  surreal  background
2076,wishin' and hopin',wishin' and hopin' drama  comedy based  new  york  times  best  selling  novel  award  winning  author  wally  lamb  vivid  slice  1960s  life  wishin  hopin  wise  witty  holiday  tale  celebrates  far  come  small  town  three  rivers  connecticut  go  straight  halls  st  aloysius  gonzaga  parochial  school  felix  funicello  catholic  fifth  grader  1964  whose  claim  fame  cousin  annette  famous  mouseketeer  teen  movie  queen  grammar  arithmetic  move  back  burner  season  sudden  arrivals  substitute  teacher  madame  frechette  feisty  russian  student  zhenya  kabakova  learns  meaning  french  kissing  cultural  misunderstanding  tableaux  vivants  barrels  toward  one  outrageous  christmas
2077,severance,severance horror  comedy  thriller members  danny  dyer  laura  harris  tim  mcinnerny  palisades  defense  corp  sales  group  arrive  europe  team  building  exercise  fallen  tree  blocks  route  must  hike  destination  however  psychotic  killer  lurks  woods  horrible  fate  mind  co  workers
2078,age of the dragons,age of the dragons adventure  action  fantasy age  dragons  adaptation  herman  melville  classic  novel  moby  dick  set  medieval  realm  captain  ahab  crew  hunt  vitriol  powers  world  ishmael  charismatic  harpooner  friend  queequeg  join  quest  adopted  daughter  rachel  beautiful  tough  runs  hunting  vessel  obsession  seek  revenge  great  white  dragon  slaughtered  family  young  left  body  scarred  mauled  drives  deeper  heart  darkness  lair  secrets  revealed  must  choose  following  dark  escaping  new  life
2079,hurricane bianca,hurricane bianca comedy hurricane  bianca  revenge  comedy  new  york  teacher  moves  small  town  texas  gets  fired  gay  returns  disguised  drag  get  people  nasty
2080,wings of hope,wings of hope documentary werner  herzog  returns  south  american  jungle  juliane  koepcke  german  woman  sole  survivor  plane  crash  1971  find  remains  recreate  journey
2081,fantozzi to the rescue,fantozzi to the rescue comedy fantozzi  retired  continues  go  office  held  fine  example  employees  intending  career
2082,dr. dolittle 3,"dr. dolittle 3 comedy  family  fantasy lisa  dolittle  sends  daughter  durango  "" ""  dude  ranch  find  uses  talent  talk  animals  order  save  taken  neighboring"
2083,pablo escobar: king of cocaine,"pablo escobar: king of cocaine documentary incorporating  never  seen  archival  footage  home  movies  interviews  family  members  journalists  law  enforcement  officials  pablo  escobar  king  cocaine  tells  story  twisted  robin  hood  founded  medellin  cartel  smuggling  organization  became  first  billionaire  criminal  south  america  piece  part  learning  channel  series  legends   ""  hosted  bryant  gumbel"
2084,"oh, serafina!","oh, serafina! comedy  drama augusto  valle  successful  young  industrialist  weds  palmira  girl  working  factory  two  child  despite  infant  uncertain  legitimacy  scheming  control  husband  fortune  affairs  mayor  judge  committed  mental  institution  falls  love  serafina  vitali  woman  also  put  away"
2085,pillars of society,pillars of society drama man  comes  back  america  years  find  reputation  ruined
2086,water and power,water and power documentary pat  neill  one  interesting  filmmakers  america  today  offers  dazzling  reflection  conflict  nature  man  los  angeles  desertification  city  surroundings  due  enormous  water  consumption  interestingly  also  film  age  old  tradition  symphonies  la  foundation  myths  dreams  embodies  history  grim  future  topography  ethnography  uses  footage  several  classic  films  recreate  layers  meaning  emanating  juxtaposing  images  fantasies  hardly  ever  allowing  picture  go  untouched  george  lockwood  swarming  soundtrack  likewise  composed  conflicting  languages  elaborate  work  plunderphonics  snippets  sound  stolen  movies  collide  electronic  soundscapes  contemporary  chamber  music  improv
2087,poseidon rex,poseidon rex action  science fiction jackson  slate  famous  treasure  hunter  find  legendary  lost  gold  cortez  open  waters  secluded  island  caribbean  sea  using  dynamite  blast  way  centuries  silt  new  chasms  created  reaching  miles  ancient  ocean  floor  evil  released  quickly  savagely  without  warning  destroys  boat  kills  crew  sole  survivor  carnage  teams  marine  biologist  sarah  venture  back  site  investigate  horrific  events  extract  egg  darkest  depths  take  lab  hatches  realise  awaken  deadly  prehistoric  monster  p  rex  stop  nothing  entire  destroyed  ...
2088,dumb and dumberer: when harry met lloyd,dumb and dumberer: when harry met lloyd comedy wacky  prequel  1994  blockbuster  goes  back  lame  brained  harry  lloyd  days  classmates  rhode  island  high  school  unprincipled  principal  puts  pair  remedial  courses  part  scheme  fleece
2089,dolphin tale 2,dolphin tale 2 family  drama team  people  saved  winter  life  reassemble  wake  surrogate  mother  passing  order  find  companion  remain  clearwater  marine  hospital
2090,housekeeping,housekeeping comedy  drama pacific  northwest  1950s  two  young  sisters  whose  mother  abandoned  wind  living  aunt  sylvie  views  world  conventions  quite  live  people  expectations
2091,cold prey iii,cold prey iii horror takes  place  80s  group  teenagers  go  visit  abandoned  hotel  find  hunted  psychotic  killer  norwegian  woods
2092,the cutlass,the cutlass adventure  family red  army  officer  polevoy  possesses  navy  dirk  secret  message  encrypted  handle  second  part  belongs  white  nikitskiy  three  young  friends  uncover  mystery
2093,high road to china,high road to china adventure  drama  history biplane  pilot  saddled  spoiled  industrialist  daughter  search  missing  father  asia  eventually  involves  struggle  chinese  warlord
2094,love likes coincidences,love likes coincidences drama  romance year  1977  september  morning  ankara  ...  yilmaz  tries  rush  pregnant  wife  neriman  hospital  crashes  omer  car  causes  inci  back  seat  pre  term  labor  babies  born  day  see  first  time  accident  threshold  coincidences  bring  ozgur  deniz  together  come  across  several  times  childhood  youth  intersection  butterfly  effect  resulting  drastic  changes  lives  sometimes  cause  disasters  miracles  however  never  whatever  brings  manages  build  transparent  wall  istanbul  25  years  later  --  anonymous  imdb
2095,history of the world: part i,history of the world: part i comedy uproarious  version  history  proves  nothing  sacred  –  even  roman  empire  french  revolution  spanish  inquisition
2096,cool world,cool world animation  comedy  fantasy jack  deebs  cartoonist  due  released  jail  comic  book  cool  world  describes  zany  populated  doodles  cartoon  characters  noids  humanoids  ).  realize  really  exist  doodle  scientist  perfected  machine  links  intrigued  seeing  creating  come  life  nonetheless  wary  knows  everything  exactly  friendly
2097,i-be area,i-be area  dazzling  raucous  ryan  trecartin  first  feature  length  video  takes  cues  chat  rooms  social  networking  web  sites  youtube  john  waters  pee  wee  ’  playhouse  turns  upside  inside  create  entirely  singular  genre  area  intertwines  stories  incredible  ensemble  cast  follow  day  life  ii  rebellious  clone  played  ).  wexner  center  arts
2098,a king in new york,a king in new york comedy  drama due  revolution  country  king  shahdov  comes  new  york  almost  broke  get  money  goes  tv  making  commercials  meets  child  communist  parents  suddenly  suspected  face  one  mccarthy  hearings
2099,let my puppets come,"let my puppets come comedy  music three  chief  executives  creative  concepts  systems  amp  procedures  brothers  unlimited  inc  new  york  hot  water  latest  venture  huge  failure  mafia  investor  mr  big  ""   wants  500  000  within  24  hours  else  jimmy  courier  hears  plight  suggests  make  porno  movie  easy  way  getting  back  lost  money"
2100,ariel,ariel drama  crime taisto  kasurinen  finnish  coal  miner  whose  father  committed  suicide  framed  crime  commit  jail  starts  dream  leaving  country  starting  new  life  escapes  prison  things  go  planned  ...
2101,aftershock: earthquake in new york,aftershock: earthquake in new york action  drama  thriller new  york  city  never  sleeps  trapped  nightmare  horror  destruction  massive  earthquake  rocks  unsuspecting  countless  lives  lost  families  torn  apart  chaos  runs  rampant  mayor  former  fire  chief  race  enact  wide  emergency  plan  incredible  story  undying  courage  face  unimaginable  human  tragedy
2102,premonition,premonition thriller  drama  mystery depressed  housewife  learns  husband  killed  car  accident  day  previously  awakens  next  morning  find  alive  well  home  world  still  dead
2103,archipelago,archipelago drama patricia  kate  fahy  two  children  young  adults  edward  tom  hiddleston  cynthia  lydia  leonard  )   arrive  break  holiday  cottage  rain  wind  lash  windows  grows  exasperated  absence  husband  remains  unheard  voice  phone  good  natured  struggles  hide  angst  life  heading  assumes  fatherly  role  becoming  weirdly  familiar  rose  amy  lloyd  family  ’  hired  cook  meanwhile  looms  like  dark  cloud  snaps  lashes  clear  reason
2104,bounce,bounce drama  romance man  switches  plane  tickets  another  dies  crash  falls  love  deceased  one  wife
2105,vietnam in hd,vietnam in hd war vietnam  hd  6  part  series  immerses  viewers  sights  sounds  stories  war  never  seen  thousands  hours  uncensored  footage  --  much  shot  soldiers  action  detail  every  critical  chapter  conflict  unfold  onscreen  gripping  firsthand  accounts  13  brave  men  women  forever  changed  experience
2106,always for pleasure,always for pleasure  intense  insider  portrait  new  orleans  street  celebrations  unique  cultural  gumbo  second  line  parades  mardi  gras  jazz  fest  features  live  music  professor  longhair  wild  tchoupitoulas  neville  brothers  glorious  soul  satisfying  film  among  blank  special  masterworks
2107,where is fred?,where is fred? comedy order  catch  basketball  favorite  team  girlfriend  spoiled  son  fred  poses  numb  wheelchair  bound  fan  catches  ball  also  attention  young  attractive  filmmaker  denise  wants  feature  invalid  image  film  keep  playing  role  real  really  furious  ronny  might  call  bluff  moment  worse  still  love  sets  ...
2108,alien abduction,alien abduction horror  science fiction  thriller vacationing  family  encounters  alien  threat  pulse  pounding  thriller  based  real  life  brown  mountain  lights  phenomenon  north  carolina
2109,jen kirkman: just keep livin',jen kirkman: just keep livin' comedy incisive  comic  jen  kirkman  gets  real  women  bodies  value  alone  time  italian  private  tour  guide  may  ghost
2110,river queen,river queen adventure  drama  war intimate  story  set  1860s  young  irish  woman  sarah  family  find  sides  turbulent  wars  british  maori  colonization  new  zealand
2111,sympathy for the underdog,sympathy for the underdog drama  action  crime  foreign yakuza  gang  gets  driven  yokohama  big  tokyo  relocate  okinawa  violently  start
2112,pawn sacrifice,pawn sacrifice thriller  drama american  chess  champion  bobby  fischer  prepares  legendary  match  russian  boris  spassky
2113,the gnomes' great adventure,the gnomes' great adventure animation  family david  gnome  swift  fox  embark  search  find  gold  treasure  stolen  trolls
2114,blind shaft,"blind shaft drama  thriller two  chinese  miners  make  money  killing  fellow  extorting  mine  owner  keep  quiet  accident  ""   happen  upon  latest  victim  one  begins  second  thoughts"
2115,phoenix forgotten,phoenix forgotten horror  mystery  science fiction 20  years  three  teenagers  disappeared  wake  mysterious  lights  appearing  phoenix  arizona  unseen  footage  night  discovered  chronicling  final  hours  fateful  expedition
2116,parasyte: part 1,parasyte: part 1 science fiction  horror alien  pods  come  earth  naturally  start  taking  human  hosts  one  pod  manages  take  shin  izumi  right  arm  together  grow  co  exist  aliens  making  meals  humans  feels  must  put  stop  migi  see
2117,saving lincoln,saving lincoln drama  history almost  entirely  true  story  abraham  lincoln  self  appointed  bodyguard  u  marshal  ward  hill  lamon  banjo  playing  southerner  foiled  repeated  attempts  president  life  kept  functioning  darkest  hours  civil  war
2118,a field in england,a field in england drama  history  thriller civil  war  17th  century  england  small  group  deserters  flee  raging  battle  overgrown  field  captured  alchemist  forces  aid  search  find  hidden  treasure  believes  buried  crossing  vast  mushroom  circle  provides  first  meal  quickly  descend  chaos  arguments  fighting  paranoia  becomes  clear  might  something  gold  slowly  become  victim  terrifying  energies  trapped  inside
2119,mumblecore,mumblecore  cronicle  tao  lin  megan  boyle  relationship  filmed  macbook  camera
2120,high wall,high wall crime  drama steven  kenet  suffering  recurring  brain  injury  appears  strangled  wife  confessed  committed  understaffed  county  asylum  full  pathetic  inmates  dr  ann  lorrison  initially  skeptical  story  reluctance  undergo  treatment  better  judgement  begins  doubt  guilt
2121,company of heroes,company of heroes war american  soldiers  lost  behind  enemy  lines  wwii  make  horrific  discovery  hitler  super  bomb  development  odds  set  find  scientist  charge  program  looking  defect
2122,general nil,"general nil  generał  nil  polish  historical  film  based  life  general  emil  august  fieldorf  pseudonym  "".  directed  ryszard  bugajski  released  2009"
2123,requiem for a village,requiem for a village drama idyllic  rural  past  suffolk  village  comes  life  memories  old  man  tends  country  graveyard
2124,rent-a-kid,rent-a-kid comedy  family  tv movie harry  habert  owner  rent  office  original  idea  babies  nearby  orphanage  local  families  rents  ward  brothers  first  customers  ...
2125,the innocent sleep,the innocent sleep thriller inspired  1982  roberto  calvi  affair  italian  banker  found  hanging  bridge  across  river  thames  story  follows  alan  man  northern  england  homeless  loss  wife  job  one  night  sleeping  deserted  building  witnesses  murder  high  profile  businessman  attempts  leave  scene  unnoticed  killers  realize  someone  seen  commit  crime  goes  police  discover  leading  case  stay  alive  recruits  help  billie  hayman  american  journalist  cover
2126,teri meri kahaani,teri meri kahaani comedy  drama  romance  foreign thrice  upon  love  story
2127,lightning jack,lightning jack action  comedy  western lightning  jack  kane  australian  outlaw  wild  west  bungled  bank  robbery  picks  mute  ben  doyle  hostage  two  become  good  friends  teaching  rob  banks  plan  last  heist
2128,the fourth man,the fourth man crime  drama  mystery  romance  thriller  horror alcoholic  writer  begins  visions  apparently  warning  impending  danger  delivers  lecture  affair  woman  audience  intensify  however  begin  threaten  relationship  since  may
2129,"cousin, cousine","cousin, cousine romance  comedy two  distant  cousins  meet  wedding  banquet  elderly  couple  time  close  friendship  develops  spouses  begin  think  friends"
2130,swing vote,swing vote drama  comedy remarkable  turn  events  result  presidential  election  comes  one  man  vote
2131,duplicate,duplicate action  comedy bablu  shah  rukh  khan  )   aspiring  chef  works  hotel  sonia  kapoor   (  juhi  banquet  manager  restaurant  look  alike  manu  gangster  robs  bank  along  friend  gulshan  grover  gets  caught  comes  prison  discovers  cohort  double  crossed  murders  partner  escapes  scene  crime  ...  without  money  stumbles  keeps  lover  lily  sonali  bendre  mistakes  spirits  away  takes  shelter  house  realizes  use  resemblance  advantage  starts  fun  ride  babloo  constantly  mistaken  furious  law  taking  faces  tough  time  kidnaps  bibi  farida  jalal  mother  holds  hostage
2132,australian rules,australian rules drama friends  gary  black  nathan  phillips  dumby  red  luke  carroll  soccer  team  coastal  australian  town  local  racists  world  apart  white  aborigine  becomes  issue  one  aboriginal  players  involved  crime  response  demoted  even  though  star  player  given  place  courage  speak  tragedy  results
2133,superbob,superbob action  comedy  romance six  years  ago  robert  kenner  mild  mannered  postman  peckham  south  london  struck  meteor  bestowed  super  powers  today  bob  overworked  appreciated  “  civil  servant  ”  british  government  spends  waking  hours  saving  people  filling  forms  time  anything  else  least  love  day  best  date  woman  met  library  act  ’  exciting  life  apparently  puts
2134,the howling: reborn,the howling: reborn horror eve  high  school  graduation  unremarkable  kidman  finally  bonds  girl  long  yearned  reclusive  eliana  wynter  also  discovers  dark  secret  past  ...  become  werewolf  effort  fight  destiny  save  love  well  lives  must  battle  growing  blood  lust  army  fearsome  beasts  bent  killing  us
2135,killing auntie,killing auntie comedy  crime  thriller  drama  horror grotesque  fairy  tale  fantasies  21  year  old  mind  first  confesses  priest  killing  aunt  sending  parcels  post  office  appears  going  arrested  alive  well  trip  time  though  decides  go  ...
2136,mudhoney,mudhoney drama depression  era  tale  calef  traveling  michigan  california  stops  spooner  missouri  lute  hires  odd  jobs  gets  involved  niece  hannah  married  sidney  wife  beating  drunk  hopes  inherit  uncle  law  money  eccentric  preacher  plot  finds  difficult  conceal  mysterious  past  growing  affection
2137,the hills run red,the hills run red horror group  young  horror  fans  go  searching  film  mysteriously  vanished  years  ago  instead  find  demented  killer  movie  real  thrilled  meet  die  gruesomely  art
2138,the magliari,the magliari drama mario  hannover  work  miner  loosing  job  decides  go  back  italy  totonno  steals  passport  avoid  police  later  offers  new  magliaro  cloth  seller  )   changes  mind  follow  hamburg  friends  sell  mayer  meet  hostility  polish  gang  falls  love  paula
2139,cloud heaven,cloud heaven comedy  drama gentle  comedy  unpopular  resident  russian  village  life  completely  changed  announces  entirely  whim  upset  things  bit  moving  pacific  coast
2140,the trial of lee harvey oswald,the trial of lee harvey oswald tv movie  drama bizarre  story  behind  man  accused  assassinating  john  f  kennedy  might  happened  brought  trial
2141,the navigators,the navigators drama  foreign south  yorkshire  small  group  railway  maintenance  men  discover  privatization  lives  never  trusty  british  rail  sign  replaced  one  reading  east  midland  infrastructure  clear  inevitable  winners  losers  downsizing  efficiency  become  new  buzzwords
2142,miss meadows,miss meadows drama miss  meadows  school  teacher  impeccable  manners  grace  however  underneath  candy  sweet  exterior  hides  ruthless  gun  toting  vigilante  takes  upon  right  wrongs  world  whatever  means  necessary  bad  behavior  simply  unforgivable
2143,the last gladiators,"the last gladiators documentary exploring  rough  tumble  world  hockey  academy  award  winner  alex  gibney  (""  taxi  dark  side  "")  looks  nhl  enforcers  specifically  career  chris  knuckles  nilan  helped  montreal  canadiens  win  stanley  cup"
2144,the longest week,the longest week comedy  drama eases  adulthood  age  forty  conrad  valmont  educated  employed  heir  hotel  fortune  cut  allowance  following  parents  abrupt  divorce  tossed  unforgiving  streets  upper  west  side  luckily  taken  old  friend  dylan  returns  favor  immediately  falling  ’  girlfriend  beatrice  attempts  woo  keeping  relationship  bank  balance  secret  tries  set  jocelyn  ever  committed  charade  eventually  finds  difficult  maintain  quickly  realizes  charm  extend  far  debt  deep  extensional  reflection  take  losing  everything  make  realize  truly  become
2145,boy a,boy a crime  drama story  young  ex  con  jack  newly  released  serving  prison  sentence  murder  committed  child
2146,zoom,"zoom family  fantasy  comedy jack  shepard  shape  auto  shop  owner  far  removed  man  protected  world  freedom  reluctantly  called  back  action  government  tasked  turning  rag  tag  group  kids  special  powers  new  generation  superheroes  save  certain  destruction  based  jason  lethcoe  graphic  novel  zoom  academy  super  gifted  ""."
2147,"throw away your books, rally in the streets","throw away your books, rally in the streets drama  music conditions  better  nameless  protagonist  grandmother  shoplifter  war  criminal  father  sister  unhealthy  intimate  relationship  family  rabbit"
2148,my avatar and me,my avatar and me documentary  science fiction creative  documentary  fiction  film  might  expand  sense  reality  story  man  enters  virtual  world  second  life  pursue  personal  dreams  ambitions  journey  cyberspace  becomes  magic  learning  experience  gradually  opens  gates  much  larger
2149,the last blitzkrieg,"the last blitzkrieg war  drama war  last  days  ww2  german  soldier  named  kroner  leads  band  saboteurs  mission  infiltrate  allied  troops  true  identity  revealed  must  make  choice  stay  third  reich  break  known  lead  blitzkrieg  "".  van  johnson  kerwin  mathews  dick  york"
2150,the ghost and the whale,the ghost and the whale thriller  drama  mystery man  joseph  loses  wife  sea  spirals  deep  world  confusion  brothers  need  revenge  tries  tell  anyone  listen  whale  killed  beautiful  annabel  lee  even  quite  remember  truth  journey  depths  mind  conversation  blood  thirsty
2151,a family affair,a family affair comedy  family entry  andy  hardy  series  small  town  depression  era  family  judge  faces  problems  work  home  powerful  men  upset  decisions  want  see  impeached  daughters  joan  marion  romantic  son  discovers  polly  benedict  usual  concerned  everyone  lends  wisdom  calmness
2152,accattone,accattone drama pimp  means  provide  finds  life  spiralling  control  prostitute  sent  prison
2153,goosebumps,goosebumps adventure  horror  comedy teenager  teams  daughter  young  adult  horror  author  r  l  stine  writer  imaginary  demons  set  free  town  madison  delaware
2154,finding rin tin tin,finding rin tin tin drama  family true  story  legendary  german  shepherd  found  american  pilot  lee  duncun  france  world  war  later  became  famous  animal  star  hollywood  history
2155,"master, a building in copacabana","master, a building in copacabana documentary master  name  12  story  apartment  building  copacabana  rio  de  janeiro  neighborhood  nightlife  course  four  weeks  2001  eduardo  coutinho  film  crew  rented  one  276  apartments  used  home  base  make  residents  get  know  manager  succeeded  turning  troubled  residence  family  complex  within  years  using  interviews  stolen  moments  corridors  explores  world  come  lower  middle  class  getting  thing  common  many  people  stories  sometimes  told  self  confident  tone  averted  eyes  fact  interested  puzzles  hope  fear  dreams  memories  love  loneliness  appear  behind  doors  average"
2156,the ashes,the ashes war  drama set  time  napoleon  wars  shows  swept  unfortunate  polish  country  beginning  xix  th  century  story  revolves  around  legion  command  general  dabrowski  fought  side  hopes  poland  revival
2157,frits and franky,frits and franky comedy frits  amp  franky  find  lot  money  car  crashes  water  know
2158,exit smiling,exit smiling comedy beatrice  lillie  jack  pickford  star  silent  comedy  travails  third  rate  traveling  theatre  company
2159,fasten your seatbelts,fasten your seatbelts drama  comedy elena  kasia  smutniak  antonio  francesco  arca  seem  made  different  terms  character  life  choices  worldview  way  relate  others  total  opposites  however  overwhelmed  mutual  attraction  trying  hard  avoid  succumb  dramedy  relationships  also  gets  credible  performance  paola  miraccione  plays  tragic  albeit  funny  egle
2160,the christine jorgensen story,the christine jorgensen story  live  man  body
2161,tomorrow at dawn,tomorrow at dawn thriller  drama mathieu  piano  virtuoso  goes  home  help  brother  paul  take  care  sick  mother  reenacting  old  battles  dressing  getting  character  even  dueling  necessary  gets  involved  world  play  becomes  real
2162,wagon master,wagon master action  western two  young  drifters  guide  mormon  wagon  train  san  juan  valley  encounter  cutthroats  indians  geography  moral  challenges  journey
2163,blackboard jungle,blackboard jungle drama richard  dadier  teacher  north  manual  high  school  inner  city  many  pupils  frequently  engage  anti  social  behavior  makes  various  attempts  students  interest  education  challenging  staff  subjected  violence  well  duplicitous  schemes
2164,the dirty dozen: the deadly mission,the dirty dozen: the deadly mission war  action learning  nazi  plot  attack  washington  c  deadly  nerve  gas  major  wright  leads  twelve  convicts  suicide  mission  deep  occupied  france  destroy  secret  factory  poison  made
2165,bad medicine,bad medicine comedy jeff  marx  wants  study  medicine  become  physician  however  grades  far  enough  get  american  medical  school  gets  chance  abroad  small  latin  dictatorship  governed  dictator  ramon  madera  big  interest  students  behave
2166,the disappearance of garcia lorca,the disappearance of garcia lorca  journalist  starts  investigation  disappearance  famed  poet  political  agitator  garcia  lorca  disappeared  early  days  spanish  civil  war  1930
2167,4 horror tales - roommates,4 horror tales - roommates horror roommates  yoo  jin  eun  soo  bo  ram  da  young  cramming  college  entrance  exam  difficult  adapt  stifling  atmosphere  women  lodging  institute  get  along  due  differing  personalities  difficulty  stuffy  life  begins  visions  events  took  place  past  like  tragic  fire  occurred  years  ago  gradually  becomes  consumed  fear  relationship  among  four  intimate  friends  suffer
2168,the judgement,the judgement drama story  mityo  son  vasko  live  poor  area  near  bulgarian  turkish  greek  border  lost  everything  mattered  –  wife  work  confidence  order  get  back  find  forgiveness  pay  sin  done  25  years  ago
2169,for the emperor,for the emperor action  crime  thriller yi  hwan  lee  min  ki  former  professional  baseball  player  involved  fixing  games  lost  everything  gang  boss  sang  ha  park  sung  woong  runs  money  lending  business  gambling  location  makes  work  meanwhile  falls  bar  owner  yeon  soo  tae  im  ).
2170,star kid,star kid action  adventure  family  science fiction shy  seventh  grader  spencer  griffith  life  changes  meteor  falls  local  junkyard  finds  cybersuit  wise  strong  robot  another  galaxy  puts  becomes  different  kind  guy
2171,hilde,hilde drama biography  hildegard  knef  one  germany  biggest  post  war  stars
2172,suicide manual,suicide manual horror  thriller  foreign group  suicide  two  journalists  investigate  cycle  suicides  caused  spirits  bound  manual
2173,"you, me and him","you, me and him drama plans  future  change  new  bonds  created  danilo  lucas  marcos  video  games  milk  cups  pain  disappointment  need  learn  live  together"
2174,hounds of love,hounds of love crime  drama  horror  thriller vicki  maloney  randomly  abducted  suburban  street  disturbed  couple  observes  dynamic  captors  quickly  realises  must  drive  wedge  survive
2175,home in oklahoma,home in oklahoma action  western roy  rogers  entry  featuring  song  written  oklahoma  governor  j  turner  making  lousiania  jimmie  davis  texas  w  e  pappy  daniel  possibly  state  governors  write  songs  used  western  )   flying  u  ranch  owner  sam  talbot  killed  fall  horse  st  louis  reporter  connie  edwards  comes  check  rumor  might  murdered  goes  editor  local  newspaper  takes  reading  left  12  year  old  ward  duke  lowery  much  dismay  niece  jan  holloway  attempts  life  finally  proves  steve  mcclory  coroner  jim  judnick  conspiring  last  heir
2176,water,water drama  foreign  romance film  examines  plight  group  widows  forced  poverty  temple  holy  city  varanasi  focuses  relationship  one  wants  escape  social  restrictions  imposed  man  highest  caste  follower  mahatma  gandhi
2177,coda,coda drama  animation lost  soul  stumbles  drunken  city  park  death  finds  shows  many  things
2178,turn the river,turn the river drama pool  shark  takes  ultimate  gamble  kidnaps  son  flees  ex  husband
2179,the pagemaster,the pagemaster fantasy  science fiction  family  animation tyler  knows  lot  accidents  much  scared  anything  might  endanger  like  riding  bike  climbing  treehouse  old  library  mystically  transported  unknown  world  books  try  get  home  along  way  meets  interesting  characters  fantasy  adventure  horror  ...  written  colin  tinto
2180,all is lost,all is lost action  adventure  drama deep  solo  voyage  indian  ocean  unnamed  man  redford  wakes  find  39  foot  yacht  taking  water  collision  shipping  container  left  floating  high  seas  navigation  equipment  radio  disabled  sails  unknowingly  path  violent  storm  despite  success  patching  breached  hull  mariner  intuition  strength  belies  age  barely  survives  tempest  using  sextant  nautical  maps  chart  progress  forced  rely  currents  carry  lane  hopes  hailing  passing  vessel  sun  unrelenting  sharks  circling  meager  supplies  dwindling  ever  resourceful  sailor  soon  finds  staring  mortality  face
2181,path of destruction,path of destruction tv movie  action  science fiction movie  opens  faulty  nanotechnology  experiment  results  massive  deadly  explosion  company  ceo  manages  sidestep  blame  framing  meddling  young  reporter  katherine  )   holds  surviving  evidence  needed  expose  truth  dangerous  nanoparticles  escaped  stratosphere  threaten  destroy  nearby  cities  wildly  destructive  weather  patterns  among  chaos  storms  run  authorities  must  help  scientist  get  government  enlist  late  ...  disaster  turns  worldwide
